	序号NO.	地区REGION	产品类别CATEGORY	在华注册编号CHINA REG. NO.	所在地区注册编号OVERSEAS REG. NO.	企业名称NAME	生产场所地址ADDRESS	注册日期REG. DATE	注册有效期REG. EXPIRE DATE	状态STATE
790	791	中国台湾	水产品	CTWN18PP1903220160	09000416	上豐農產加工廠有限公司	雲林縣斗南鎮石溪里化日路7巷3-1號	2019-03-22	2024-03-21	暂停进口
791	792	中国台湾	水产品	CTWN18PP1903220159	09000284	臺旺食品工業股份有限公司	雲林縣斗六市長安里科加六路21號	2019-03-22	2024-03-21	有效
792	793	中国台湾	水产品	CTWN18PP1903220158	09000183	上豐生物科技企業社	雲林縣斗南鎮新光里延平路1段270號	2019-03-22	2024-03-21	暂停进口
793	794	中国台湾	水产品	CTWN18FV1903220535	CT3-5182	金財發6號	屏東縣東港鎮鎮海里鎮海路1號之104	2019-03-22	2024-03-21	暂停进口
794	795	中国台湾	水产品	CTWN18PP1903220161	09000695	上豐環球企業有限公司	雲林縣斗南鎮小東里公論路18號	2019-03-22	2024-03-21	暂停进口
795	796	中国台湾	水产品	CTWN18PP1903220157	07001879	永晨食品有限公司	彰化縣花壇鄉橋頭村中橋街528號	2019-03-22	2024-03-21	暂停进口
796	797	中国台湾	水产品	CTWN18FV1806010212	CT4-2803	國喬26	屏東縣琉球鄉中福村10鄰觀光港路29號	2018-06-01	2023-05-31	暂停进口
797	798	中国台湾	水产品	CTWN18PP1806010127	99662702	长胜食品厂	高雄市大寮区中庄里工商路114巷1号	2018-06-01	2023-05-31	暂停进口
798	799	中国台湾	水产品	CTWN18PP1806010126	99662473	庆钟佳味食品股份公司	高雄市大寮区大有四街12号	2018-06-01	2023-05-31	暂停进口
799	800	中国台湾	水产品	CTWN18FV1806010213	CT4-2804	志吉丰6	屏东县琉球乡仁爱路94之1号	2018-06-01	2023-05-31	暂停进口
800	801	中国台湾	水产品	CTWN18PP1903220162	13000101	浤業食品股份有限公司	屏東市忠孝路250號	2019-03-22	2024-03-21	暂停进口
801	802	中国台湾	水产品	CTWN18FV1806010275	CT4-3110	满福财5号	屏东县琉球乡大福村和平路20号	2018-06-01	2023-05-31	暂停进口
802	803	中国台湾	水产品	CTWN18FV1806010276	CT4-3119	得亿16	屏东县东港镇镇海里镇海路7之26号	2018-06-01	2023-05-31	暂停进口
803	804	中国台湾	水产品	CTWN18FV1806010144	CT4-2074	满新群	屏东县琉球乡天福村信义路12号	2018-06-01	2023-05-31	暂停进口
804	805	中国台湾	水产品	CTWN18FV1806010278	CT5-1643	进金和发2	澎湖县西屿乡外埯村外埯45－4号	2018-06-01	2023-05-31	暂停进口
805	806	中国台湾	水产品	CTWN18FV1806010279	CT5-1656	新裕发88号	台北市内湖区内湖路二段253巷60号10楼之3	2018-06-01	2023-05-31	暂停进口
806	807	中国台湾	水产品	CTWN18FV1806010454	CT7-0630	祥富发号	高雄市前镇区渔港南三路5号	2018-06-01	2023-05-31	暂停进口
807	808	中国台湾	水产品	CTWN18FV1806010455	CT7-0632	兴华升606号	高雄市前镇区渔港东二路3号地下层	2018-06-01	2023-05-31	暂停进口
808	809	中国台湾	水产品	CTWN18FV1806010273	CT4-3096	得亿6号	屏东县东港镇新生一路28号	2018-06-01	2023-05-31	暂停进口
809	810	中国台湾	水产品	CTWN18FV1806010277	CT5-1599	满福春12	澎湖县西屿乡外埯村外埯25－2号	2018-06-01	2023-05-31	暂停进口
810	811	中国台湾	水产品	CTWN18PP1903220182	99-712305-00	兴达港欧董食品有限公司	高雄市茄萣区崎漏里建民街105号	2019-03-22	2024-03-21	暂停进口
811	812	中国台湾	水产品	CTWN18PP1903220186	99680449	飨城食品有限公司二林厂	彰化县二林镇长青路300号	2019-03-22	2024-03-21	暂停进口
812	813	中国台湾	水产品	CTWN18PP1903220185	99666246	祐全产业股份有限公司	屏东县新园乡五房村龙洲路50号	2019-03-22	2024-03-21	暂停进口
813	814	中国台湾	水产品	CTWN18PP1903220181	99-685403-00	維盛發企業有限公司	高雄市大樹區竹寮路300號	2019-03-22	2024-03-21	暂停进口
814	815	中国台湾	水产品	CTWN18PP1903220187	99709367	銘崎生物科技股份有限公司	雲林縣斗六市斗工一路5號	2019-03-22	2024-03-21	暂停进口
815	816	中国台湾	水产品	CTWN18PP1903220183	99-721544-00	唯興食品有限公司	高雄市鳳山區武慶里輜汽北二路16號	2019-03-22	2024-03-21	暂停进口
816	817	中国台湾	水产品	CTWN18PP1903220184	99664563	高雄市梓官区渔会	高雄市梓官区信蚵里渔港二路32号	2019-03-22	2024-03-21	暂停进口
817	818	中国台湾	水产品	CTWN18PP1806010128	99665506	屏东县东港区渔会	屏东县东港镇朝安里新生一路73号	2018-06-01	2023-05-31	暂停进口
818	819	中国台湾	水产品	CTWN18FV1806010146	CT4-2156	再兴旺	澎湖县西屿乡外埯村外埯29号之19	2018-06-01	2023-05-31	暂停进口
819	820	中国台湾	水产品	CTWN18FV1806010145	CT4-2155	胜福庆号	高雄市梓官区中正四街179号	2018-06-01	2023-05-31	暂停进口
820	821	中国台湾	水产品	CTWN18PP1903220188	T0900123	誠泰醬油食品商行	雲林縣西螺鎮大園里大橋南路66號	2019-03-22	2024-03-21	暂停进口
821	822	中国台湾	水产品	CTWN18PP1903220189	T1300001	大田海洋食品企業有限公司	屏東縣里港鄉中和村中和路33號之1	2019-03-22	2024-03-21	暂停进口
822	823	中国台湾	水产品	CTWN18PP1903220190	t1300278	正宸食品股份有限公司	屏东县内埔乡盐埔村义仁路292号	2019-03-22	2024-03-21	暂停进口
823	824	中国台湾	水产品	CTWN18FV1903220523	CT3-4244	來福進66號	屏東縣東港鎮中興里延平路171號	2019-03-22	2024-03-21	暂停进口
824	825	中国台湾	水产品	CTWN18PP1903220163	13000130	橘平實業股份有限公司	屏東縣萬巒鄉佳和村佳興路81號	2019-03-22	2024-03-21	暂停进口
825	826	中国台湾	水产品	CTWN18PP1903220166	64-005711-01	金利华食品有限公司第二厂	高雄市前镇区新大路5号	2019-03-22	2024-03-21	有效
826	827	中国台湾	水产品	CTWN18PP1903220164	16000010	貴山國際有限公司	澎湖縣馬公市鎖管港1065號	2019-03-22	2024-03-21	暂停进口
827	828	中国台湾	水产品	CTWN18FV1806010467	CT7-0658	长春101	高雄市前镇区渔港南一路19号	2018-06-01	2023-05-31	有效
828	829	中国台湾	水产品	CTWN18FV1806010466	CT7-0657	安丰156	台北市中山区朱仑街15号	2018-06-01	2023-05-31	暂停进口
829	830	中国台湾	水产品	CTWN18FV1806010468	CT7-0659	春富发6	高雄市前镇区渔港东二路3号4楼	2018-06-01	2023-05-31	有效
830	831	中国台湾	水产品	CTWN18FV1806010106	CT3-5676	天进兴10	屏东县东港镇盛渔里延平路315号	2018-06-01	2023-05-31	暂停进口
831	832	中国台湾	水产品	CTWN18FV1806010139	CT4-1962	欣升庆18	屏东县东港镇朝安里朝隆路62号	2018-06-01	2023-05-31	暂停进口
832	833	中国台湾	水产品	CTWN18FV1806010140	CT4-1979	基圣福号	屏东县东港镇兴东里兴东路52之12号	2018-06-01	2023-05-31	暂停进口
833	834	中国台湾	水产品	CTWN18PP1806010021	2FH0016	三福冷冻食品股份有限公司	宜兰县五结乡五滨路1段225号	2018-06-01	2023-05-31	有效
834	835	中国台湾	水产品	CTWN18FV1806010023	CT3-3139	新添财22	屏东县东港镇兴东里中正路一段36号	2018-06-01	2023-05-31	暂停进口
835	836	中国台湾	水产品	CTWN18FV1806010196	CT4-2693	宏益福368	宜兰县三星乡大隐村大埔路102之7号	2018-06-01	2023-05-31	暂停进口
836	837	中国台湾	水产品	CTWN18FV1806010456	CT7-0633	金洋	高雄市苓雅区辅仁路184号	2018-06-01	2023-05-31	暂停进口
837	838	中国台湾	水产品	CTWN18FV1806010107	CT3-5690	得福明	屏东县东港镇盛渔里18邻富渔三路103号	2018-06-01	2023-05-31	暂停进口
838	839	中国台湾	水产品	CTWN18FV1806010022	CT3-3015	金满吉	屏东县东港镇镇海里镇海路98之12号	2018-06-01	2023-05-31	暂停进口
839	840	中国台湾	水产品	CTWN18FV1806010195	CT4-2681	连合发	屏东县琉球乡本福村民权路4号	2018-06-01	2023-05-31	暂停进口
840	841	中国台湾	水产品	CTWN18FV1903220683	CT8-0129	安豐188	104臺北市中山區朱崙街15號	2019-03-22	2024-03-21	暂停进口
841	842	中国台湾	水产品	CTWN18FV1903220688	CT8-0135	穩發漁2	806高雄市前鎮區明道路115號	2019-03-22	2024-03-21	有效
842	843	中国台湾	水产品	CTWN18FV1903220681	CT8-0108	日友968	高雄市新興區興華路16樓	2019-03-22	2024-03-21	暂停进口
843	844	中国台湾	水产品	CTWN18FV1903220682	CT8-0127	華偉707	高雄市前鎮區漁港東二路3號2樓	2019-03-22	2024-03-21	有效
844	845	中国台湾	水产品	CTWN18FV1903220689	CT8-0136	祥豪8	高雄市前鎮區漁港北一路46號	2019-03-22	2024-03-21	有效
845	846	中国台湾	水产品	CTWN18FV1903220684	CT8-0130	日大鴻號	806高雄市前鎮區天后街67號2樓	2019-03-22	2024-03-21	有效
846	847	中国台湾	水产品	CTWN18FV1903220685	CT8-0131	兴永发707号	802高雄市苓雅区武庙路107号8楼之3	2019-03-22	2024-03-21	有效
847	848	中国台湾	水产品	CTWN18FV1903220686	CT8-0132	兴富华707号	802高雄市苓雅区武庙路107号8楼之3	2019-03-22	2024-03-21	有效
848	849	中国台湾	水产品	CTWN18FV1806010025	CT3-3382	海庆发2	屏东县东港镇兴渔里兴渔街86号	2018-06-01	2023-05-31	暂停进口
849	850	中国台湾	水产品	CTWN18FV1806010024	CT3-3300	渔顺发2	屏东县东港镇盛渔里兴渔街133之57号	2018-06-01	2023-05-31	暂停进口
850	851	中国台湾	水产品	CTWN18FV1903220690	CT8-0137	新同興	806高雄市前鎮區漁港東二路3號1樓	2019-03-22	2024-03-21	有效
851	852	中国台湾	水产品	CTWN18FV1903220691	CT8-0138	顺满100号	806高雄市前镇区新光路11号23楼之3	2019-03-22	2024-03-21	有效
852	853	中国台湾	水产品	CTWN18FV1903220692	CT8-0139	嘉隆	806高雄市前鎮區漁港北一路66號3樓	2019-03-22	2024-03-21	有效
853	854	中国台湾	水产品	CTWN18FV1903220693	CT8-0140	祥慶財	806高雄市前鎮區新生路131號3樓	2019-03-22	2024-03-21	有效
854	855	中国台湾	水产品	CTWN18FV1903220565	CT4-1929	金慶富66	宜蘭縣蘇澳鎮南寧里華山路83號	2019-03-22	2024-03-21	暂停进口
855	856	中国台湾	水产品	CTWN18PP1806010099	99620407	立圆食品股份有限公司	宜兰县苏澳镇大圳路68号	2018-06-01	2023-05-31	暂停进口
856	857	中国台湾	水产品	CTWN18FV1806010284	CT5-1665	新台胜266号	宜兰县苏澳镇南建里学府路90号	2018-06-01	2023-05-31	暂停进口
857	858	中国台湾	水产品	CTWN18FV1806010285	CT5-1676	鑫顺发69号	高雄市前镇区佛公路1号3楼	2018-06-01	2023-05-31	暂停进口
858	859	中国台湾	水产品	CTWN18FV1806010286	CT5-1686	金瑞峰8	屏东县东港镇盛渔里兴渔街103号	2018-06-01	2023-05-31	暂停进口
859	860	中国台湾	水产品	CTWN18FV1806010287	CT5-1692	国荣	屏东县琉球乡民族路53号	2018-06-01	2023-05-31	暂停进口
860	861	中国台湾	水产品	CTWN18FV1903220660	CT7-0475	祥強888號	高雄市前金區新田路218巷10號	2019-03-22	2024-03-21	暂停进口
861	862	中国台湾	水产品	CTWN18FV1903220659	CT7-0451	金瑞億号	高雄市前镇区渔港东二路3号4楼	2019-03-22	2024-03-21	暂停进口
862	863	中国台湾	水产品	CTWN18FV1903220658	CT7-0428	滿帆666號	806高雄市前鎮區漁港東二路3號1樓	2019-03-22	2024-03-21	暂停进口
863	864	中国台湾	水产品	CTWN18FV1806010197	CT4-2700	进吉群178号	屏东县琉球乡上福村中华路2之2号	2018-06-01	2023-05-31	暂停进口
864	865	中国台湾	水产品	CTWN18FV1806010198	CT4-2711	嘉吉满	屏东县琉球乡上福村中华路42之2号	2018-06-01	2023-05-31	暂停进口
865	866	中国台湾	水产品	CTWN18FV1806010199	CT4-2717	铨亿号	屏东县琉球乡南福村中正路5之3号	2018-06-01	2023-05-31	暂停进口
866	867	中国台湾	水产品	CTWN18FV1806010374	CT7-0210	大元11	高雄市前镇区渔港中一路2号4楼R416	2018-06-01	2023-05-31	暂停进口
867	868	中国台湾	水产品	CTWN18FV1806010316	CT6-1343	高丰372	高雄巿前镇区渔港东二路3号3楼333室	2018-06-01	2023-05-31	暂停进口
868	869	中国台湾	水产品	CTWN18FV1806010372	CT7-0187	杰祥2	高雄市前镇区渔港东二路3号2楼	2018-06-01	2023-05-31	暂停进口
869	870	中国台湾	水产品	CTWN18FV1806010373	CT7-0208	日新1	高雄巿前镇区天后街67号2楼	2018-06-01	2023-05-31	暂停进口
870	871	中国台湾	水产品	CTWN18FV1806010317	CT6-1345	新合发168	新北市瑞芳区深澳路185号之2	2018-06-01	2023-05-31	有效
871	872	中国台湾	水产品	CTWN18FV1806010318	CT6-1362	大扬1	高雄市前镇区渔港南一路39号	2018-06-01	2023-05-31	暂停进口
872	873	中国台湾	水产品	CTWN18FV1806010319	CT6-1364	华懋203	高雄市前镇区渔港东二路3号2楼214室	2018-06-01	2023-05-31	暂停进口
873	874	中国台湾	水产品	CTWN18FV1806010490	CT8-0107	丰国828	高雄市前镇区渔港东二路3号423室	2018-06-01	2023-05-31	暂停进口
874	875	中国台湾	水产品	CTWN18FV1806010301	CT6-1103	富伟号	高雄市前镇区渔港东二路3号2楼	2018-06-01	2023-05-31	暂停进口
875	876	中国台湾	水产品	CTWN18FV1806010492	CT8-0110	春亿1	高雄巿前镇区渔港东二路3号307室	2018-06-01	2023-05-31	有效
876	877	中国台湾	水产品	CTWN18FV1806010493	CT8-0111	安丰111	高雄市前镇区渔港北一路46号	2018-06-01	2023-05-31	暂停进口
877	878	中国台湾	水产品	CTWN18FV1806010469	CT7-0660	福谦	高雄市苓雅区福建街377巷27号8楼之2	2018-06-01	2023-05-31	有效
878	879	中国台湾	水产品	CTWN18FV1806010470	CT7-0661	安丰138	台北市中山区朱仑街15号	2018-06-01	2023-05-31	暂停进口
879	880	中国台湾	水产品	CTWN18FV1806010491	CT8-0109	祥豪88	高雄市前镇区渔港北一路46号	2018-06-01	2023-05-31	有效
880	881	中国台湾	水产品	CTWN18FV1903220536	CT3-5316	鱼满群号	屏东县东港镇兴东里兴东路438号	2019-03-22	2024-03-21	暂停进口
881	882	中国台湾	水产品	CTWN18FV1903220540	CT3-5419	滿連發2號	屏東縣琉球鄉上福村6鄰中華路46號	2019-03-22	2024-03-21	暂停进口
882	883	中国台湾	水产品	CTWN18FV1903220539	CT3-5399	振豐88號	屏東縣東港鎮光復路一段228號1樓	2019-03-22	2024-03-21	暂停进口
883	884	中国台湾	水产品	CTWN18FV1903220538	CT3-5339	金旺興66	屏東縣新園鄉中正路515巷8號	2019-03-22	2024-03-21	暂停进口
884	885	中国台湾	水产品	CTWN18FV1903220541	CT3-5425	金得成68	高雄市仁武區八卦里京吉二路33號3樓	2019-03-22	2024-03-21	暂停进口
885	886	中国台湾	水产品	CTWN18FV1903220537	CT3-5321	魚來滿6號	屏東縣東港鎮興東路78之2號	2019-03-22	2024-03-21	暂停进口
886	887	中国台湾	水产品	CTWN18PP1806010117	99654858	祯祥食品工业股份公司	嘉义县朴子市竹村里1-3号	2018-06-01	2023-05-31	暂停进口
887	888	中国台湾	水产品	CTWN18PP1806010116	99654705	嘉义区渔会新塭冷冻食品加工厂	嘉义县布袋镇复兴里509号	2018-06-01	2023-05-31	暂停进口
888	889	中国台湾	水产品	CTWN18FV1806010465	CT7-0656	佶洋	高雄市苓雅区辅仁路184号	2018-06-01	2023-05-31	暂停进口
889	890	中国台湾	水产品	CTWN18FV1806010464	CT7-0655	安丰136号	台北市中山区朱仑街15号	2018-06-01	2023-05-31	暂停进口
890	891	中国台湾	水产品	CTWN18FV1903220544	CT3-5511	造福利號	屏東縣東港鎮鎮海路124之32號	2019-03-22	2024-03-21	暂停进口
891	892	中国台湾	水产品	CTWN18FV1903220543	CT3-5463	進福財號	宜蘭縣蘇澳鎮蘇西里中原路393巷6號	2019-03-22	2024-03-21	暂停进口
892	893	中国台湾	水产品	CTWN18FV1903220542	CT3-5442	全得財168	宜蘭縣蘇澳鎮南成里力行街45號	2019-03-22	2024-03-21	暂停进口
893	894	中国台湾	水产品	CTWN18PP1806010078	7FH0033	文鲯水产股份有限公司	屏东县新园乡盐埔村新生路90号	2018-06-01	2023-05-31	有效
894	895	中国台湾	水产品	CTWN18PP1806010079	7FH0034	大渔水产有限公司	高雄市前镇区新衙路363号	2018-06-01	2023-05-31	有效
895	896	中国台湾	水产品	CTWN18PP1806010080	7FH0035	鲔轩贸易有限公司	高雄市前镇区新生路232号	2018-06-01	2023-05-31	暂停进口
896	897	中国台湾	水产品	CTWN18PP1806010077	7FH0031	旺全国际企业股份有限公司	屏东县长治乡神农路101号	2018-06-01	2023-05-31	有效
897	898	中国台湾	水产品	CTWN18PP1806010081	7FH0038	巧津食品行	高雄市大寮区凤林一路13号	2018-06-01	2023-05-31	有效
898	899	中国台湾	水产品	CTWN18PP1806010075	7FH0026/64000963	富岳冷冻食品厂股份有限公司	高雄市前镇区兴渔四路7号	2018-06-01	2023-05-31	暂停进口
899	900	中国台湾	水产品	CTWN18PP1806010076	7FH0030/64005516	建荣冷冻食品股份有限公司	高雄市前镇区新展路3号	2018-06-01	2023-05-31	有效
900	901	中国台湾	水产品	CTWN18PP1806010082	7FJ0017/99661375	允伟兴业股份有限公司	高雄市大寮区大发工业区华中路28号	2018-06-01	2023-05-31	有效
901	902	中国台湾	水产品	CTWN18PP1806010083	81100009	朝海生物科技股份有限公司	屏东县长治乡德和村神农东路23号	2018-06-01	2023-05-31	暂停进口
902	903	中国台湾	水产品	CTWN18PP1806010084	81100021	大江生医股份有限公司农科分公司	屏东县长治乡德和村神农路12号	2018-06-01	2023-05-31	有效
903	904	中国台湾	水产品	CTWN18FV1806010170	CT4-2565	金渔群	屏东县琉球乡中正路1巷4-1号	2018-06-01	2023-05-31	暂停进口
904	905	中国台湾	水产品	CTWN18FV1806010177	CT4-2601	金海富16	屏东县新园乡盐埔村39邻中正路567号	2018-06-01	2023-05-31	暂停进口
905	906	中国台湾	水产品	CTWN18FV1806010172	CT4-2572	有吉发	屏东县东港镇沿海五路276巷70号	2018-06-01	2023-05-31	暂停进口
906	907	中国台湾	水产品	CTWN18FV1806010173	CT4-2584	连渔发66	屏东县东港镇兴东里新兴二街22巷27号	2018-06-01	2023-05-31	暂停进口
907	908	中国台湾	水产品	CTWN18FV1806010174	CT4-2589	清春发168号	屏东县琉球乡中福村三民路250号	2018-06-01	2023-05-31	暂停进口
